Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Cars,Wood Deck SF,Open Porch SF,Enclosed Porch,Property Age,Yrs Since Remod,MS Zoning_FV,MS Zoning_RL,MS Zoning_RM,Neighborhood_BrkSide,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,House Style_2Story,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Type_Attchd,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,SalePrice
75.0,10000,6,5,0.0,2,4,1,0.0,763.0,3,892,1655,2,3,2,1,2.0,157,84,0,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,175900
78.0,10140,6,6,196.0,2,3,5,888.0,1116.0,4,0,1116,2,3,2,1,2.0,0,0,0,35,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,167900
58.0,14054,7,5,0.0,3,4,1,0.0,879.0,4,984,1863,2,4,3,1,3.0,100,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,219210
70.0,11218,6,5,0.0,3,4,1,0.0,1055.0,4,790,1845,2,3,3,1,2.0,635,104,0,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,189000
74.0,8856,5,4,143.0,2,3,5,621.0,1176.0,2,0,1176,1,3,2,2,1.0,0,88,0,51,51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,136500
65.0,7800,5,7,47.0,2,3,4,240.0,864.0,4,0,892,1,3,3,0,1.0,0,0,0,44,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,137900
60.0,7200,5,4,0.0,2,3,5,247.0,1022.0,2,0,1022,1,2,2,0,1.0,0,30,226,99,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,85000
89.0,10680,5,3,44.0,2,3,2,756.0,2136.0,2,0,2136,2,4,2,0,2.0,0,30,0,55,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,137900
59.0,9535,6,5,0.0,2,4,6,851.0,926.0,4,678,1604,2,3,2,0,2.0,100,82,0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,195500
66.0,6858,6,4,0.0,2,4,1,0.0,806.0,2,806,1647,1,4,1,0,1.0,0,66,136,95,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,128000
75.0,8100,5,8,0.0,2,3,5,764.0,864.0,4,0,864,1,3,3,1,1.0,132,0,0,47,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,135000
68.73849737914968,9216,5,6,176.0,2,3,5,294.0,1076.0,2,0,1076,1,3,2,1,2.0,0,0,0,33,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,143195
50.0,9100,5,6,0.0,2,3,1,0.0,742.0,2,0,935,1,2,2,0,1.0,0,0,0,78,48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,79500
67.0,12774,7,5,95.0,3,4,1,0.0,835.0,4,828,1663,2,3,3,0,2.0,168,68,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,192500
50.0,6000,5,7,0.0,2,3,4,384.0,768.0,2,560,1328,1,3,2,0,1.0,0,12,0,59,39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,129500
68.73849737914968,10364,6,5,0.0,2,4,1,0.0,806.0,3,766,1572,2,3,2,1,2.0,0,40,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,168000
50.0,6000,6,5,0.0,2,3,2,264.0,739.0,4,468,1342,2,2,2,1,1.0,0,0,0,69,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,105000
68.73849737914968,10530,6,5,0.0,2,3,5,282.0,981.0,2,0,981,1,3,2,0,2.0,0,312,40,36,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,143250
75.0,9525,5,6,0.0,2,4,1,0.0,1099.0,4,0,1099,1,3,3,0,1.0,278,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,144000
68.73849737914968,8880,7,5,0.0,3,4,6,695.0,948.0,4,888,2110,2,3,3,2,2.0,0,130,0,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,205000
82.0,8410,6,6,0.0,2,4,5,924.0,970.0,2,0,1026,1,2,2,1,2.0,193,0,0,33,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,143000
42.0,4385,9,5,0.0,3,5,6,964.0,1419.0,4,0,1419,1,2,4,1,2.0,155,58,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,290000
100.0,12919,9,5,760.0,4,5,6,2188.0,2330.0,4,0,2364,2,2,4,2,3.0,0,67,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,611657
82.0,12464,5,5,0.0,2,4,6,732.0,1040.0,3,0,1040,1,3,3,0,2.0,168,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,152000
43.0,5005,8,5,0.0,3,4,5,263.0,1280.0,4,0,1280,2,2,3,0,2.0,0,82,0,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,191500
76.0,9591,8,5,344.0,3,5,1,0.0,1143.0,4,1330,2473,2,4,3,1,3.0,192,151,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,317000
70.0,6960,7,8,0.0,2,3,5,258.0,680.0,4,504,1302,1,2,3,2,1.0,0,0,0,67,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,165250
75.0,9825,5,5,0.0,2,3,3,609.0,1092.0,2,0,1092,1,3,2,0,1.0,259,0,0,42,42,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,123000
88.0,14175,6,8,0.0,2,3,6,776.0,988.0,2,0,1188,1,1,2,1,2.0,102,89,231,52,52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,185000
74.0,7400,7,6,0.0,2,3,2,809.0,1045.0,3,0,1045,1,3,2,0,2.0,0,0,0,44,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,120000
88.0,10738,6,7,0.0,2,3,5,792.0,1093.0,3,0,1093,2,3,2,1,2.0,224,0,0,41,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,158500
65.0,8366,6,5,0.0,3,4,1,0.0,798.0,4,842,1640,2,3,3,0,2.0,138,45,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,173000
70.0,9842,4,5,0.0,2,0,0,0.0,0.0,2,0,1224,2,2,2,0,2.0,0,0,0,45,45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,101800
60.0,7200,7,9,0.0,3,4,5,350.0,560.0,4,560,1135,1,3,3,0,2.0,256,0,0,73,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,155000
60.0,10230,5,7,0.0,2,3,1,0.0,1054.0,4,0,1078,1,3,4,0,1.0,0,0,0,84,59,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,125000
52.0,8626,4,6,1.0,2,0,0,0.0,0.0,3,0,968,1,2,2,0,1.0,0,0,0,51,51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,104500
74.0,8834,9,5,216.0,3,5,6,1170.0,1462.0,4,762,2224,2,4,4,1,3.0,184,0,0,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,350000
60.0,8544,3,4,0.0,2,0,0,0.0,0.0,3,0,1040,2,2,2,0,2.0,0,0,0,56,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,93500
68.0,9179,7,5,158.0,3,4,6,633.0,873.0,4,908,1790,2,3,3,0,2.0,0,88,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,193000
79.0,11526,6,7,0.0,2,5,1,0.0,588.0,1,748,2555,2,3,2,1,2.0,431,0,0,86,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,191000
70.0,5684,6,8,0.0,2,3,1,0.0,813.0,4,0,813,1,2,3,0,1.0,0,113,0,76,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,110000
68.73849737914968,11885,8,5,108.0,3,4,6,990.0,1299.0,4,573,1872,2,3,4,1,2.0,160,122,0,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,261500
80.0,9600,5,6,0.0,2,3,3,504.0,1050.0,3,0,1050,1,2,2,0,1.0,0,0,0,53,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,128900
114.0,17242,9,5,738.0,3,5,3,292.0,1733.0,4,1567,3500,3,4,4,1,3.0,870,86,0,13,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,584500
75.0,10215,4,5,132.0,2,3,5,492.0,864.0,4,0,948,1,3,2,0,1.0,0,0,0,53,53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,111000
60.0,8550,5,5,0.0,2,2,1,0.0,750.0,2,356,1316,1,4,2,0,2.0,0,0,0,81,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,90000
68.73849737914968,18450,6,5,113.0,2,4,2,187.0,1021.0,2,915,2380,2,3,2,1,2.0,0,265,0,42,28,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129000
68.73849737914968,14778,6,7,72.0,3,3,4,728.0,1296.0,4,0,1640,1,3,3,1,2.0,108,0,0,54,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,224000
30.0,3180,6,5,0.0,3,4,6,390.0,600.0,4,600,1200,2,2,3,0,2.0,0,166,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,165000
52.0,3068,6,8,0.0,2,3,1,0.0,662.0,4,662,1324,1,3,2,0,1.0,0,0,112,90,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,122000
68.0,8298,8,5,0.0,3,4,6,583.0,1546.0,4,0,1564,2,2,4,1,2.0,132,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,267300
104.0,13518,9,5,860.0,4,5,1,0.0,1926.0,4,1174,3140,3,4,4,2,3.0,144,78,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,485000
90.0,33120,6,5,0.0,2,3,1,0.0,1595.0,2,875,2486,2,5,2,1,2.0,0,0,0,44,44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,220000
68.73849737914968,13142,6,5,128.0,2,4,6,688.0,864.0,4,899,1771,2,3,3,0,2.0,0,96,0,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,215700
107.0,11362,8,5,42.0,3,5,6,1039.0,1836.0,4,0,1836,2,3,3,1,3.0,125,185,0,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,280000
92.0,10845,8,5,504.0,3,4,6,1149.0,1603.0,4,0,1575,2,2,3,1,3.0,216,28,0,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,284000
21.0,1936,4,6,0.0,2,4,4,131.0,630.0,3,0,630,1,1,2,0,0.0,0,0,0,37,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,84500
80.0,9760,6,7,218.0,2,3,4,717.0,1395.0,2,0,1395,1,2,2,1,2.0,657,0,113,47,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,192000
66.0,3960,7,8,0.0,2,3,1,0.0,502.0,2,502,1004,1,2,3,1,1.0,280,0,68,76,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,105000
70.0,9100,7,5,0.0,3,4,6,24.0,1860.0,4,0,1836,2,3,3,1,2.0,120,33,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,216837
80.0,9600,5,6,203.0,1,3,3,658.0,1296.0,2,0,1496,2,3,3,0,2.0,0,22,0,48,48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,141500
57.0,9764,5,7,0.0,2,3,4,702.0,894.0,4,0,894,1,3,3,0,2.0,0,0,0,41,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,130000
60.0,8430,5,5,136.0,2,4,3,616.0,1040.0,2,0,1040,2,3,2,0,0.0,0,0,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,124000
50.0,9060,5,6,0.0,2,4,5,548.0,859.0,4,886,1828,2,3,3,0,0.0,174,0,212,84,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,150909
66.0,12778,5,6,0.0,2,3,6,658.0,1008.0,4,0,1008,1,2,2,0,1.0,0,154,0,54,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,139500
60.0,8172,4,5,0.0,2,3,5,682.0,864.0,2,0,864,1,3,2,0,2.0,196,0,0,52,52,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,79275
64.0,9037,8,5,32.0,3,4,6,428.0,1476.0,4,0,1484,2,2,4,1,2.0,120,33,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,265900
52.0,6292,6,5,0.0,2,4,3,384.0,768.0,2,0,790,1,2,2,0,1.0,0,141,0,78,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,91000
85.0,11900,5,6,157.0,2,4,5,400.0,1122.0,4,988,1934,2,3,2,1,2.0,0,176,0,32,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,185000
70.0,7945,5,6,0.0,2,3,5,179.0,1150.0,4,0,1150,1,3,2,0,1.0,0,0,0,47,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,141000
134.0,16659,8,5,0.0,3,4,1,0.0,1582.0,4,570,2152,2,3,3,1,2.0,0,368,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,260116
50.0,9340,4,6,0.0,2,3,3,344.0,672.0,2,0,672,1,2,2,0,1.0,0,113,0,68,59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,113000
68.73849737914968,11454,8,5,302.0,3,4,6,770.0,1401.0,4,0,1511,2,3,3,1,3.0,168,42,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,225000
80.0,8480,5,6,0.0,2,3,4,700.0,793.0,2,0,793,1,2,1,0,1.0,0,0,0,64,59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,113000
65.0,6305,6,6,0.0,2,3,5,528.0,1008.0,2,0,1096,1,3,2,1,1.0,0,0,0,35,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,125200
82.0,9709,8,5,120.0,4,5,6,778.0,918.0,4,1142,2100,2,3,4,2,3.0,172,104,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,319500
60.0,10930,5,6,0.0,2,3,4,580.0,913.0,2,510,1558,1,3,2,1,1.0,0,0,0,63,58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,140000
68.73849737914968,50102,6,5,0.0,2,4,4,909.0,1632.0,2,0,1650,1,2,2,2,2.0,0,0,0,48,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,250764
74.0,8899,8,5,108.0,4,4,6,40.0,948.0,4,1140,2088,2,4,3,1,3.0,100,24,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,250000
65.0,10237,6,5,0.0,3,4,1,0.0,768.0,4,768,1536,2,3,3,1,2.0,100,38,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,176000
80.0,9736,6,6,289.0,2,3,4,668.0,1331.0,3,0,1721,1,4,2,3,2.0,0,0,0,50,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,174850
24.0,2364,6,5,0.0,2,4,5,320.0,804.0,2,744,1548,2,3,2,1,2.0,108,0,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,147000
55.0,7892,6,5,0.0,2,4,1,0.0,918.0,2,0,918,2,2,2,1,1.0,28,0,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,99500
95.0,12350,9,5,0.0,3,5,6,986.0,1365.0,4,1325,2690,2,3,4,1,3.0,0,197,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,398800
62.0,7917,6,5,0.0,2,4,1,0.0,953.0,4,694,1647,2,3,2,1,2.0,0,40,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,175000
60.0,7200,5,7,0.0,2,3,1,0.0,825.0,2,0,825,1,2,2,0,1.0,0,0,0,54,54,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,109500
68.73849737914968,12155,6,3,0.0,2,4,2,1237.0,1657.0,3,0,1657,2,3,2,1,2.0,0,0,0,37,37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,163500
68.73849737914968,7446,4,5,0.0,2,3,3,266.0,788.0,2,0,788,1,2,2,2,0.0,0,0,0,65,56,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,100000
105.0,11025,8,5,692.0,3,5,6,1118.0,1334.0,4,1306,2826,2,3,3,3,3.0,177,208,186,14,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,334000
65.0,7832,5,5,0.0,2,3,6,775.0,864.0,4,0,864,1,2,2,0,1.0,226,0,0,42,42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,137250
134.0,19378,7,5,456.0,3,4,6,57.0,1392.0,4,1070,2462,2,4,3,1,2.0,239,132,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,320000
68.73849737914968,9830,5,7,0.0,2,3,5,72.0,1063.0,4,0,1287,1,3,3,1,2.0,364,17,0,51,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,162000
68.73849737914968,4403,7,5,432.0,4,5,6,578.0,1470.0,4,0,1478,2,2,3,1,2.0,0,144,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,222000
68.73849737914968,8174,7,5,0.0,3,4,6,494.0,698.0,4,644,1342,2,3,3,1,2.0,100,56,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,178000
60.0,7200,5,7,294.0,2,3,4,510.0,788.0,2,0,804,1,2,3,2,1.0,0,0,154,70,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,119000
69.0,7590,5,5,288.0,2,3,5,540.0,864.0,2,936,1812,2,4,2,1,1.0,0,168,0,45,45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,169500
68.73849737914968,8795,7,5,0.0,3,4,6,300.0,952.0,4,1276,2256,2,4,3,1,2.0,224,54,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,236000
44.0,3843,8,5,186.0,4,5,6,1476.0,1596.0,4,0,1648,2,2,4,1,2.0,162,53,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,294464
85.0,11075,6,5,0.0,2,2,5,500.0,952.0,2,1020,2112,2,4,2,2,2.0,280,0,0,39,39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,206900
76.0,10142,7,5,0.0,3,4,6,656.0,956.0,4,1128,2084,2,4,3,0,2.0,0,45,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,233000
56.0,7741,6,5,0.0,2,3,4,143.0,1032.0,3,0,1032,1,2,2,0,1.0,0,0,112,82,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,108000
65.0,8139,6,5,119.0,2,4,5,476.0,680.0,3,790,1470,2,3,2,1,2.0,192,49,0,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,165000
45.0,8982,5,5,0.0,2,4,5,539.0,1040.0,2,0,1040,1,3,2,0,2.0,0,0,0,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,134900
51.0,6120,5,7,0.0,3,3,1,0.0,884.0,4,0,884,1,2,2,0,1.0,0,0,136,68,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,113000
70.0,16561,5,5,0.0,2,4,5,549.0,1097.0,4,0,1097,1,3,2,0,1.0,306,0,0,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,147900
56.0,4060,5,8,0.0,2,2,1,0.0,864.0,4,0,864,1,2,2,0,0.0,0,96,0,87,59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,99900
24.0,2308,6,6,0.0,2,4,5,286.0,855.0,3,601,1456,2,4,2,0,2.0,0,0,0,33,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,143000
52.0,6240,6,6,0.0,2,3,1,0.0,816.0,2,0,1176,1,3,2,1,2.0,112,0,0,72,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,114500
68.73849737914968,8789,5,6,0.0,2,3,3,659.0,912.0,2,0,941,1,3,2,1,1.0,64,0,0,39,39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,129200
64.0,5587,8,5,186.0,4,5,6,1480.0,1600.0,4,0,1652,2,2,3,1,2.0,162,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,392500
66.0,9042,7,9,0.0,4,3,6,275.0,1152.0,4,1152,2340,2,4,3,2,1.0,0,60,0,69,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,266500
57.0,8923,7,5,0.0,3,4,6,189.0,384.0,3,631,1382,2,3,2,1,2.0,256,0,0,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,177500
75.0,12518,5,7,182.0,2,3,5,532.0,1008.0,3,0,1008,1,3,3,0,1.0,144,0,0,41,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,139500
